NewtonCholesky with backtrack line search.

CUTEst problem................: PENALTY2
Number of variables...........: 200
Maximum problem iterations....: 1000
Maximum subproblem iterations.: 200
Maximum line search iterations: 1000
Time limit....................: 10 min

Total iterations........................: 1000
Subproblem iterations...................: 20600000
Line search iterations..................: 0
Number of objective function evaluations: 1000
Number of gradient evaluations..........: 1000
Number of hessian evaluations...........: 1000
Total time in seconds...................: 5.521670
Subproblem time in seconds..............: 4.123186
Line search time in seconds.............: 0.070700
How many times subproblem failed........: 0
How many times line search failed.......: 0

___________________________________________________________________________
iter    f(x*)            ‖∇f(x*)‖         alpha            ‖d‖            
228     4.711628e+13     8.670524e+05     1.000000e+00     2.175750e-02   
229     4.711628e+13     8.669851e+05     1.000000e+00     4.779978e-01   
230     4.711628e+13     8.324033e+05     1.000000e+00     2.199697e-02   
231     4.711628e+13     8.323365e+05     1.000000e+00     4.777525e-01   
232     4.711628e+13     7.987523e+05     1.000000e+00     2.224177e-02   
233     4.711628e+13     7.986859e+05     1.000000e+00     4.775016e-01   
234     4.711628e+13     7.660817e+05     1.000000e+00     2.249208e-02   
235     4.711628e+13     7.660158e+05     1.000000e+00     4.772450e-01   
236     4.711628e+13     7.343742e+05     1.000000e+00     2.274808e-02   
237     4.711628e+13     7.343089e+05     1.000000e+00     4.769824e-01   
238     4.711628e+13     7.036126e+05     1.000000e+00     2.300999e-02   
239     4.711628e+13     7.035478e+05     1.000000e+00     4.767137e-01   
240     4.711628e+13     6.737797e+05     1.000000e+00     2.327799e-02   
241     4.711628e+13     6.737154e+05     1.000000e+00     4.764385e-01   
242     4.711628e+13     6.448585e+05     1.000000e+00     2.355232e-02   
243     4.711628e+13     6.447946e+05     1.000000e+00     4.761566e-01   
244     4.711628e+13     6.168319e+05     1.000000e+00     2.383318e-02   
245     4.711628e+13     6.167685e+05     1.000000e+00     4.758678e-01   
246     4.711628e+13     5.896831e+05     1.000000e+00     2.412082e-02   
247     4.711628e+13     5.896203e+05     1.000000e+00     4.755719e-01   
248     4.711628e+13     5.633954e+05     1.000000e+00     2.441549e-02   
249     4.711628e+13     5.633331e+05     1.000000e+00     4.752684e-01   
250     4.711628e+13     5.379522e+05     1.000000e+00     2.471744e-02   
251     4.711628e+13     5.378903e+05     1.000000e+00     4.749572e-01   
252     4.711628e+13     5.133368e+05     1.000000e+00     2.502695e-02   
253     4.711628e+13     5.132755e+05     1.000000e+00     4.746379e-01   
254     4.711628e+13     4.895329e+05     1.000000e+00     2.534430e-02   
255     4.711628e+13     4.894721e+05     1.000000e+00     4.743102e-01   
256     4.711628e+13     4.665242e+05     1.000000e+00     2.566979e-02   
257     4.711628e+13     4.664639e+05     1.000000e+00     4.739737e-01   
258     4.711628e+13     4.442945e+05     1.000000e+00     2.600374e-02   
259     4.711628e+13     4.442347e+05     1.000000e+00     4.711692e-01   
260     4.711628e+13     4.228392e+05     1.000000e+00     2.880410e-02   
261     4.711628e+13     4.227683e+05     1.000000e+00     3.347710e-01   
262     4.711628e+13     4.042959e+05     1.000000e+00     1.634885e-01   
263     4.711628e+13     4.020491e+05     1.000000e+00     1.717813e-03   
264     4.711628e+13     4.020429e+05     1.000000e+00     4.123900e-01   
265     4.711628e+13     3.826683e+05     1.000000e+00     6.596560e-02   
266     4.711628e+13     3.820973e+05     1.000000e+00     1.673194e-02   
267     4.711628e+13     3.820622e+05     1.000000e+00     3.748823e-03   
268     4.711628e+13     3.820597e+05     1.000000e+00     8.498069e-04   
269     4.711628e+13     3.820448e+05     1.000000e+00     3.312657e-03   
270     4.711628e+13     3.817888e+05     1.000000e+00     3.663613e-02   
271     4.711628e+13     3.790701e+05     1.000000e+00     1.455746e-01   
272     4.711628e+13     3.703655e+05     1.000000e+00     1.610428e-01   
273     4.711628e+13     3.645844e+05     1.000000e+00     8.733936e-02   
274     4.711628e+13     3.631193e+05     1.000000e+00     3.861742e-02   
275     4.711628e+13     3.628441e+05     1.000000e+00     1.610646e-02   
276     4.711628e+13     3.627967e+05     1.000000e+00     6.601503e-03   
277     4.711628e+13     3.627886e+05     1.000000e+00     2.692328e-03   
278     4.711628e+13     3.627865e+05     1.000000e+00     1.098678e-03   
279     4.711628e+13     3.627814e+05     1.000000e+00     5.825154e-04   
280     4.711628e+13     3.627534e+05     1.000000e+00     2.021215e-03   
281     4.711628e+13     3.626032e+05     1.000000e+00     9.486440e-03   
282     4.711628e+13     3.619033e+05     1.000000e+00     3.469279e-02   
283     4.711628e+13     3.594619e+05     1.000000e+00     8.145744e-02   
284     4.711628e+13     3.544525e+05     1.000000e+00     1.113335e-01   
285     4.711628e+13     3.492283e+05     1.000000e+00     9.852931e-02   
286     4.711628e+13     3.461501e+05     1.000000e+00     6.767167e-02   
287     4.711628e+13     3.448699e+05     1.000000e+00     4.111858e-02   
288     4.711628e+13     3.444225e+05     1.000000e+00     2.362986e-02   
289     4.711628e+13     3.442782e+05     1.000000e+00     1.324406e-02   
290     4.711628e+13     3.442333e+05     1.000000e+00     7.340672e-03   
291     4.711628e+13     3.442195e+05     1.000000e+00     4.048583e-03   
292     4.711628e+13     3.442152e+05     1.000000e+00     2.228132e-03   
293     4.711628e+13     3.442132e+05     1.000000e+00     1.225621e-03   
294     4.711628e+13     3.442106e+05     1.000000e+00     6.811346e-04   
295     4.711628e+13     3.442034e+05     1.000000e+00     4.882274e-04   
296     4.711628e+13     3.441805e+05     1.000000e+00     1.004018e-03   
297     4.711628e+13     3.441097e+05     1.000000e+00     2.905889e-03   
298     4.711628e+13     3.439015e+05     1.000000e+00     7.974870e-03   
299     4.711628e+13     3.433361e+05     1.000000e+00     1.943930e-02   
300     4.711628e+13     3.419975e+05     1.000000e+00     3.901237e-02   
301     4.711628e+13     3.394796e+05     1.000000e+00     6.142029e-02   
302     4.711628e+13     3.359686e+05     1.000000e+00     7.533221e-02   
303     4.711628e+13     3.324125e+05     1.000000e+00     7.454927e-02   
304     4.711628e+13     3.297000e+05     1.000000e+00     6.305866e-02   
305     4.711628e+13     3.280276e+05     1.000000e+00     4.815969e-02   
306     4.711628e+13     3.271325e+05     1.000000e+00     3.456333e-02   
307     4.711628e+13     3.266936e+05     1.000000e+00     2.391252e-02   
308     4.711628e+13     3.264893e+05     1.000000e+00     1.619497e-02   
309     4.711628e+13     3.263970e+05     1.000000e+00     1.083400e-02   
310     4.711628e+13     3.263561e+05     1.000000e+00     7.196447e-03   
311     4.711628e+13     3.263381e+05     1.000000e+00     4.760785e-03   
312     4.711628e+13     3.263302e+05     1.000000e+00     3.142155e-03   
313     4.711628e+13     3.263266e+05     1.000000e+00     2.071143e-03   
314     4.711628e+13     3.263247e+05     1.000000e+00     1.364325e-03   
315     4.711628e+13     3.263230e+05     1.000000e+00     8.990358e-04   
316     4.711628e+13     3.263205e+05     1.000000e+00     5.965989e-04   
317     4.711628e+13     3.263151e+05     1.000000e+00     4.257418e-04   
318     4.711628e+13     3.263032e+05     1.000000e+00     4.587970e-04   
319     4.711628e+13     3.262769e+05     1.000000e+00     8.490031e-04   
320     4.711628e+13     3.262193e+05     1.000000e+00     1.783708e-03   
321     4.711628e+13     3.260963e+05     1.000000e+00     3.692707e-03   
322     4.711628e+13     3.258426e+05     1.000000e+00     7.356080e-03   
323     4.711628e+13     3.253430e+05     1.000000e+00     1.360482e-02   
324     4.711628e+13     3.244393e+05     1.000000e+00     2.282467e-02   
325     4.711628e+13     3.229826e+05     1.000000e+00     3.413001e-02   
326     4.711628e+13     3.209422e+05     1.000000e+00     4.501322e-02   
327     4.711628e+13     3.185028e+05     1.000000e+00     5.240004e-02   
328     4.711628e+13     3.160213e+05     1.000000e+00     5.448641e-02   
329     4.711628e+13     3.138468e+05     1.000000e+00     5.159095e-02   
330     4.711628e+13     3.121670e+05     1.000000e+00     4.543863e-02   
331     4.711628e+13     3.109915e+05     1.000000e+00     3.794882e-02   
332     4.711628e+13     3.102272e+05     1.000000e+00     3.052038e-02   
333     4.711628e+13     3.097558e+05     1.000000e+00     2.391068e-02   
334     4.711628e+13     3.094756e+05     1.000000e+00     1.839797e-02   
335     4.711628e+13     3.093132e+05     1.000000e+00     1.398329e-02   
336     4.711628e+13     3.092208e+05     1.000000e+00     1.053952e-02   
337     4.711628e+13     3.091688e+05     1.000000e+00     7.898990e-03   
338     4.711628e+13     3.091397e+05     1.000000e+00     5.897337e-03   
339     4.711628e+13     3.091236e+05     1.000000e+00     4.391505e-03   
340     4.711628e+13     3.091146e+05     1.000000e+00     3.264457e-03   
341     4.711628e+13     3.091096e+05     1.000000e+00     2.423816e-03   
342     4.711628e+13     3.091068e+05     1.000000e+00     1.798271e-03   
343     4.711628e+13     3.091049e+05     1.000000e+00     1.333550e-03   
344     4.711628e+13     3.091035e+05     1.000000e+00     9.887726e-04   
345     4.711628e+13     3.091020e+05     1.000000e+00     7.335151e-04   
346     4.711628e+13     3.090998e+05     1.000000e+00     5.460217e-04   
347     4.711628e+13     3.090962e+05     1.000000e+00     4.141020e-04   
348     4.711628e+13     3.090899e+05     1.000000e+00     3.434708e-04   
349     4.711628e+13     3.090786e+05     1.000000e+00     3.721853e-04   
350     4.711628e+13     3.090587e+05     1.000000e+00     5.498210e-04   
351     4.711628e+13     3.090238e+05     1.000000e+00     9.199830e-04   
352     4.711628e+13     3.089631e+05     1.000000e+00     1.566923e-03   
353     4.711628e+13     3.088592e+05     1.000000e+00     2.641122e-03   
354     4.711628e+13     3.086846e+05     1.000000e+00     4.371463e-03   
355     4.711628e+13     3.083977e+05     1.000000e+00     6.998655e-03   
